"family","species","trait","trait_value"
"Boraginaceae","Mertensia paniculata","LDMC",0.318548205283871
"Boraginaceae","Mertensia paniculata","SLA",35.3697620065672
"Boraginaceae","Mertensia paniculata","SRL",7476.15086263132
"Boraginaceae","Mertensia paniculata","leaf_N",28.3144557627662
"Boraginaceae","Mertensia paniculata","leaf_area",169.759776302164
"Boraginaceae","Mertensia paniculata","leaf_dry_mass",4.60058650273245
"Boraginaceae","Mertensia paniculata","plant_height_vegetative",0.0642934112415886
"Boraginaceae","Mertensia paniculata","seed_dry_mass",0.983379110846014
"Boraginaceae","Microula sikkimensis","LDMC",0.154600795606227
"Boraginaceae","Microula sikkimensis","SLA",28.1159604658049
"Boraginaceae","Microula sikkimensis","SRL",14.0134738863985
"Boraginaceae","Microula sikkimensis","leaf_N",25.9317427582147
"Boraginaceae","Microula sikkimensis","leaf_area",4.76075514440421
"Boraginaceae","Microula sikkimensis","leaf_dry_mass",0.0255303258131511
"Boraginaceae","Microula sikkimensis","plant_height_vegetative",0.15027410314306
"Boraginaceae","Microula sikkimensis","seed_dry_mass",0.776626959406153
"Boraginaceae","Microula tibetica","LDMC",0.199303922801723
"Boraginaceae","Microula tibetica","SLA",12.786811188605
"Boraginaceae","Microula tibetica","SRL",27.1874633838952
"Boraginaceae","Microula tibetica","leaf_N",30.5755643484198
"Boraginaceae","Microula tibetica","leaf_area",12.4803584792689
"Boraginaceae","Microula tibetica","leaf_dry_mass",0.165680247596776
"Boraginaceae","Microula tibetica","plant_height_vegetative",0.125156076454227
"Boraginaceae","Microula tibetica","seed_dry_mass",0.84882483605254
"Boraginaceae","Myosotis alpestris","LDMC",0.203677916882052
"Boraginaceae","Myosotis alpestris","SLA",23.8499180556022
"Boraginaceae","Myosotis alpestris","SRL",29802.2450658067
"Boraginaceae","Myosotis alpestris","leaf_N",18.9817015734178
"Boraginaceae","Myosotis alpestris","leaf_area",193.81810427657
"Boraginaceae","Myosotis alpestris","leaf_dry_mass",9.88989111410034
"Boraginaceae","Myosotis alpestris","plant_height_vegetative",0.124096265076999
"Boraginaceae","Myosotis alpestris","seed_dry_mass",0.450366214584376
"Boraginaceae","Myosotis arvensis","LDMC",0.160586340012726
"Boraginaceae","Myosotis arvensis","SLA",40.7132506994152
"Boraginaceae","Myosotis arvensis","SRL",24589.6038478372
"Boraginaceae","Myosotis arvensis","leaf_N",17.3838746054218
"Boraginaceae","Myosotis arvensis","leaf_area",347.896200543656
"Boraginaceae","Myosotis arvensis","leaf_dry_mass",11.1093549344861
"Boraginaceae","Myosotis arvensis","plant_height_vegetative",0.347301716281081
"Boraginaceae","Myosotis arvensis","seed_dry_mass",0.341124873721849
"Boraginaceae","Myosotis discolor","LDMC",0.142197589918951
"Boraginaceae","Myosotis discolor","SLA",39.0376378817833
"Boraginaceae","Myosotis discolor","SRL",3197.5899259684
"Boraginaceae","Myosotis discolor","leaf_N",18.5661773499254
"Boraginaceae","Myosotis discolor","leaf_area",97.3923955981611
"Boraginaceae","Myosotis discolor","leaf_dry_mass",2.11705354954059
"Boraginaceae","Myosotis discolor","plant_height_vegetative",0.160424529113439
"Boraginaceae","Myosotis discolor","seed_dry_mass",0.212867061941556
"Boraginaceae","Myosotis ramosissima","LDMC",0.159678112818627
"Boraginaceae","Myosotis ramosissima","SLA",36.3462012010528
"Boraginaceae","Myosotis ramosissima","SRL",3218.23322092977
"Boraginaceae","Myosotis ramosissima","leaf_N",18.1124381279225
"Boraginaceae","Myosotis ramosissima","leaf_area",282.424391966702
"Boraginaceae","Myosotis ramosissima","leaf_dry_mass",6.7265143469404
"Boraginaceae","Myosotis ramosissima","plant_height_vegetative",0.161507051613451
"Boraginaceae","Myosotis ramosissima","seed_dry_mass",0.210994976960341
"Boraginaceae","Myosotis scorpioides","LDMC",0.150312775889967
"Boraginaceae","Myosotis scorpioides","SLA",37.8213775255809
"Boraginaceae","Myosotis scorpioides","SRL",20540.0928874692
"Boraginaceae","Myosotis scorpioides","leaf_N",23.7314957873621
"Boraginaceae","Myosotis scorpioides","leaf_area",469.997067513249
"Boraginaceae","Myosotis scorpioides","leaf_dry_mass",12.6618808100649
"Boraginaceae","Myosotis scorpioides","plant_height_vegetative",0.446944296683986
"Boraginaceae","Myosotis scorpioides","seed_dry_mass",0.296903392004914
"Boraginaceae","Myosotis stricta","LDMC",0.172647478781506
"Boraginaceae","Myosotis stricta","SLA",20.730327652641
"Boraginaceae","Myosotis stricta","SRL",11412.7244433976
"Boraginaceae","Myosotis stricta","leaf_N",19.1957549667592
"Boraginaceae","Myosotis stricta","leaf_area",43.9783717783415
"Boraginaceae","Myosotis stricta","leaf_dry_mass",1.90332749045051
"Boraginaceae","Myosotis stricta","plant_height_vegetative",0.132235259102807
"Boraginaceae","Myosotis stricta","seed_dry_mass",0.183609482261199
"Boraginaceae","Myosotis verna","LDMC",0.187784142171477
"Boraginaceae","Myosotis verna","SLA",40.358280630478
"Boraginaceae","Myosotis verna","SRL",9794.53599043451
"Boraginaceae","Myosotis verna","leaf_N",19.2804427434171
"Boraginaceae","Myosotis verna","leaf_area",276.854481604131
"Boraginaceae","Myosotis verna","leaf_dry_mass",7.81883209591856
"Boraginaceae","Myosotis verna","plant_height_vegetative",0.114136629305064
"Boraginaceae","Myosotis verna","seed_dry_mass",0.354916895573981
"Boraginaceae","Neatostema apulum","LDMC",0.259325042276746
"Boraginaceae","Neatostema apulum","SLA",15.1807333196517
"Boraginaceae","Neatostema apulum","SRL",8995.19954504378
"Boraginaceae","Neatostema apulum","leaf_N",27.4822585162878
"Boraginaceae","Neatostema apulum","leaf_area",19.3477719811574
"Boraginaceae","Neatostema apulum","leaf_dry_mass",0.856259395980779
"Boraginaceae","Neatostema apulum","plant_height_vegetative",0.152938451159182
"Boraginaceae","Neatostema apulum","seed_dry_mass",1.2084654424984
"Boraginaceae","Phacelia integrifolia","LDMC",0.198512099335632
"Boraginaceae","Phacelia integrifolia","SLA",19.4353230804481
"Boraginaceae","Phacelia integrifolia","SRL",19484.7591080412
"Boraginaceae","Phacelia integrifolia","leaf_N",20.937370834747
"Boraginaceae","Phacelia integrifolia","leaf_area",260.413357286349
"Boraginaceae","Phacelia integrifolia","leaf_dry_mass",14.0195615018997
"Boraginaceae","Phacelia integrifolia","plant_height_vegetative",0.167621644489258
"Boraginaceae","Phacelia integrifolia","seed_dry_mass",0.601895176911404
"Boraginaceae","Pholistoma membranaceum","LDMC",0.181084133100466
"Boraginaceae","Pholistoma membranaceum","SLA",20.9619645371062
"Boraginaceae","Pholistoma membranaceum","SRL",9090.58216139983
"Boraginaceae","Pholistoma membranaceum","leaf_N",28.3406713170863
"Boraginaceae","Pholistoma membranaceum","leaf_area",362.801644330219
"Boraginaceae","Pholistoma membranaceum","leaf_dry_mass",19.9262265131721
"Boraginaceae","Pholistoma membranaceum","plant_height_vegetative",0.250337402024307
"Boraginaceae","Pholistoma membranaceum","seed_dry_mass",5.28199083474153
"Boraginaceae","Plagiobothrys nothofulvus","LDMC",0.1911465977967
"Boraginaceae","Plagiobothrys nothofulvus","SLA",20.2073555807961
"Boraginaceae","Plagiobothrys nothofulvus","SRL",10193.599622957
"Boraginaceae","Plagiobothrys nothofulvus","leaf_N",26.1639046836308
"Boraginaceae","Plagiobothrys nothofulvus","leaf_area",291.4803675517
"Boraginaceae","Plagiobothrys nothofulvus","leaf_dry_mass",15.4509925484001
"Boraginaceae","Plagiobothrys nothofulvus","plant_height_vegetative",0.19928637616036
"Boraginaceae","Plagiobothrys nothofulvus","seed_dry_mass",1.36206452179134
"Boraginaceae","Trichodesma zeylanicum","LDMC",0.229926508730103
"Boraginaceae","Trichodesma zeylanicum","SLA",11.1314936901258
"Boraginaceae","Trichodesma zeylanicum","SRL",22059.3787891952
"Boraginaceae","Trichodesma zeylanicum","leaf_N",26.2437603754666
"Boraginaceae","Trichodesma zeylanicum","leaf_area",747.11003249433
"Boraginaceae","Trichodesma zeylanicum","leaf_dry_mass",88.0845951625133
"Boraginaceae","Trichodesma zeylanicum","plant_height_vegetative",1.21909762498807
"Boraginaceae","Trichodesma zeylanicum","seed_dry_mass",8.67889492219714
"Boraginaceae","Trigonotis peduncularis","LDMC",0.187709739058602
"Boraginaceae","Trigonotis peduncularis","SLA",24.8584310879326
"Boraginaceae","Trigonotis peduncularis","SRL",5763.55642048097
"Boraginaceae","Trigonotis peduncularis","leaf_N",28.5485299054851
"Boraginaceae","Trigonotis peduncularis","leaf_area",76.1204385287049
"Boraginaceae","Trigonotis peduncularis","leaf_dry_mass",2.26149128918692
"Boraginaceae","Trigonotis peduncularis","plant_height_vegetative",0.164142120190811
"Boraginaceae","Trigonotis peduncularis","seed_dry_mass",1.38507262303703
"Brassicaceae","Alliaria petiolata","LDMC",0.156775694066978
"Brassicaceae","Alliaria petiolata","SLA",51.3499473117175
"Brassicaceae","Alliaria petiolata","SRL",23712.5685695341
"Brassicaceae","Alliaria petiolata","leaf_N",44.7968017645767
"Brassicaceae","Alliaria petiolata","leaf_area",3364.03004267488
"Brassicaceae","Alliaria petiolata","leaf_dry_mass",77.9523266600369
"Brassicaceae","Alliaria petiolata","plant_height_vegetative",0.515132889914552
"Brassicaceae","Alliaria petiolata","seed_dry_mass",2.57303097259915
"Brassicaceae","Alyssum alyssoides","LDMC",0.20601846870576
"Brassicaceae","Alyssum alyssoides","SLA",22.227523044665
"Brassicaceae","Alyssum alyssoides","SRL",16455.4686017769
"Brassicaceae","Alyssum alyssoides","leaf_N",33.7239947541903
"Brassicaceae","Alyssum alyssoides","leaf_area",62.1784095338451
"Brassicaceae","Alyssum alyssoides","leaf_dry_mass",2.58133703539765
"Brassicaceae","Alyssum alyssoides","plant_height_vegetative",0.144829563561019
"Brassicaceae","Alyssum alyssoides","seed_dry_mass",0.667071275642515
"Brassicaceae","Alyssum desertorum","LDMC",0.236255490509645
"Brassicaceae","Alyssum desertorum","SLA",17.0357168987584
"Brassicaceae","Alyssum desertorum","SRL",20157.2584133819
"Brassicaceae","Alyssum desertorum","leaf_N",32.8861780335137
"Brassicaceae","Alyssum desertorum","leaf_area",29.6037851005956
"Brassicaceae","Alyssum desertorum","leaf_dry_mass",1.51495636546484
"Brassicaceae","Alyssum desertorum","plant_height_vegetative",0.138276100502241
"Brassicaceae","Alyssum desertorum","seed_dry_mass",0.464199922973093
"Brassicaceae","Alyssum linifolium","LDMC",0.25321877643095
"Brassicaceae","Alyssum linifolium","SLA",12.8748939207731
"Brassicaceae","Alyssum linifolium","SRL",40540.2827106815
"Brassicaceae","Alyssum linifolium","leaf_N",31.4840040517537
"Brassicaceae","Alyssum linifolium","leaf_area",20.7149183459756
"Brassicaceae","Alyssum linifolium","leaf_dry_mass",1.56118890267391
"Brassicaceae","Alyssum linifolium","plant_height_vegetative",0.16860129131813
"Brassicaceae","Alyssum linifolium","seed_dry_mass",0.437985725088211
"Brassicaceae","Alyssum simplex","LDMC",0.236757670165156
"Brassicaceae","Alyssum simplex","SLA",18.4054151794589
"Brassicaceae","Alyssum simplex","SRL",21153.5021610596
"Brassicaceae","Alyssum simplex","leaf_N",34.0751331872786
"Brassicaceae","Alyssum simplex","leaf_area",61.118339287882
"Brassicaceae","Alyssum simplex","leaf_dry_mass",3.14477949279168
"Brassicaceae","Alyssum simplex","plant_height_vegetative",0.18179757917195
"Brassicaceae","Alyssum simplex","seed_dry_mass",0.799176848092606
"Brassicaceae","Arabidopsis thaliana","LDMC",0.125376213352015
"Brassicaceae","Arabidopsis thaliana","SLA",35.4025872829586
"Brassicaceae","Arabidopsis thaliana","SRL",6584.56620569133
"Brassicaceae","Arabidopsis thaliana","leaf_N",44.9495923976694
"Brassicaceae","Arabidopsis thaliana","leaf_area",107.599842397401
"Brassicaceae","Arabidopsis thaliana","leaf_dry_mass",2.83884201551157
"Brassicaceae","Arabidopsis thaliana","plant_height_vegetative",0.164145336087211
"Brassicaceae","Arabidopsis thaliana","seed_dry_mass",13.4553898075833
"Brassicaceae","Arabis alpina","LDMC",0.148764644506208
"Brassicaceae","Arabis alpina","SLA",25.6331910517929
"Brassicaceae","Arabis alpina","SRL",24597.4066242607
"Brassicaceae","Arabis alpina","leaf_N",29.9672649444203
"Brassicaceae","Arabis alpina","leaf_area",312.082305213227
"Brassicaceae","Arabis alpina","leaf_dry_mass",17.2174501442516
"Brassicaceae","Arabis alpina","plant_height_vegetative",0.060752467778874
"Brassicaceae","Arabis alpina","seed_dry_mass",0.212581197545744
"Brassicaceae","Arabis ciliata","LDMC",0.160091078677176
"Brassicaceae","Arabis ciliata","SLA",26.4223725071175
"Brassicaceae","Arabis ciliata","SRL",14133.3004847113
"Brassicaceae","Arabis ciliata","leaf_N",26.3557564443586
"Brassicaceae","Arabis ciliata","leaf_area",158.470418709074
"Brassicaceae","Arabis ciliata","leaf_dry_mass",6.5651729738218
"Brassicaceae","Arabis ciliata","plant_height_vegetative",0.13325684523773
"Brassicaceae","Arabis ciliata","seed_dry_mass",0.188667571442863
"Brassicaceae","Arabis hirsuta","LDMC",0.157594153794111
"Brassicaceae","Arabis hirsuta","SLA",28.4949293969843
"Brassicaceae","Arabis hirsuta","SRL",7940.80580543889
"Brassicaceae","Arabis hirsuta","leaf_N",23.9929547525694
"Brassicaceae","Arabis hirsuta","leaf_area",94.2847835919096
"Brassicaceae","Arabis hirsuta","leaf_dry_mass",2.68013416856259
"Brassicaceae","Arabis hirsuta","plant_height_vegetative",0.29018376753192
"Brassicaceae","Arabis hirsuta","seed_dry_mass",0.118447255665989
"Brassicaceae","Athysanus pusillus","LDMC",0.145155642321862
"Brassicaceae","Athysanus pusillus","SLA",27.2144157119642
"Brassicaceae","Athysanus pusillus","SRL",10179.7298696465
"Brassicaceae","Athysanus pusillus","leaf_N",32.1288564979607
"Brassicaceae","Athysanus pusillus","leaf_area",180.356909460144
"Brassicaceae","Athysanus pusillus","leaf_dry_mass",7.2622929910859
"Brassicaceae","Athysanus pusillus","plant_height_vegetative",0.214462251326198
"Brassicaceae","Athysanus pusillus","seed_dry_mass",0.187924121377703
"Brassicaceae","Barbarea stricta","LDMC",0.133679657563399
"Brassicaceae","Barbarea stricta","SLA",42.5255325493566
"Brassicaceae","Barbarea stricta","SRL",9425.13231817594
"Brassicaceae","Barbarea stricta","leaf_N",25.4828243185158
"Brassicaceae","Barbarea stricta","leaf_area",718.575383650747
"Brassicaceae","Barbarea stricta","leaf_dry_mass",17.521024812576
"Brassicaceae","Barbarea stricta","plant_height_vegetative",0.671289581901141
"Brassicaceae","Barbarea stricta","seed_dry_mass",0.414244451393971
"Brassicaceae","Barbarea vulgaris","LDMC",0.165711375928055
"Brassicaceae","Barbarea vulgaris","SLA",33.9002171769382
"Brassicaceae","Barbarea vulgaris","SRL",18846.8984350991
"Brassicaceae","Barbarea vulgaris","leaf_N",22.6939788752231
"Brassicaceae","Barbarea vulgaris","leaf_area",1222.32766675022
"Brassicaceae","Barbarea vulgaris","leaf_dry_mass",53.7237119253863
"Brassicaceae","Barbarea vulgaris","plant_height_vegetative",0.465115536724065
"Brassicaceae","Barbarea vulgaris","seed_dry_mass",0.595109897204082
"Brassicaceae","Berteroa incana","LDMC",0.231191786070214
"Brassicaceae","Berteroa incana","SLA",22.3871966559127
"Brassicaceae","Berteroa incana","SRL",5394.03525081137
"Brassicaceae","Berteroa incana","leaf_N",18.7661871858253
"Brassicaceae","Berteroa incana","leaf_area",157.521315712828
"Brassicaceae","Berteroa incana","leaf_dry_mass",7.96705536038201
"Brassicaceae","Berteroa incana","plant_height_vegetative",0.420460934948203
"Brassicaceae","Berteroa incana","seed_dry_mass",0.51717759808976
"Brassicaceae","Biscutella laevigata","LDMC",0.124890878610882
"Brassicaceae","Biscutella laevigata","SLA",17.9718011650636
"Brassicaceae","Biscutella laevigata","SRL",7344.28149419839
"Brassicaceae","Biscutella laevigata","leaf_N",42.0990830534488
"Brassicaceae","Biscutella laevigata","leaf_area",801.82885966187
"Brassicaceae","Biscutella laevigata","leaf_dry_mass",50.277087911268
"Brassicaceae","Biscutella laevigata","plant_height_vegetative",0.218181793439484
"Brassicaceae","Biscutella laevigata","seed_dry_mass",3.87827890945085
"Brassicaceae","Boechera holboellii","LDMC",0.178857367671035
"Brassicaceae","Boechera holboellii","SLA",23.8970018628257
"Brassicaceae","Boechera holboellii","SRL",12417.2494904159
"Brassicaceae","Boechera holboellii","leaf_N",31.4402184547927
"Brassicaceae","Boechera holboellii","leaf_area",163.184053341774
"Brassicaceae","Boechera holboellii","leaf_dry_mass",7.14703214597458
"Brassicaceae","Boechera holboellii","plant_height_vegetative",0.194726519697047
"Brassicaceae","Boechera holboellii","seed_dry_mass",0.193681743194376
"Brassicaceae","Brassica barrelieri","LDMC",0.109486072667711
"Brassicaceae","Brassica barrelieri","SLA",27.897889954654
"Brassicaceae","Brassica barrelieri","SRL",129626.45758854
"Brassicaceae","Brassica barrelieri","leaf_N",21.6137783630735
"Brassicaceae","Brassica barrelieri","leaf_area",169.914911300683
"Brassicaceae","Brassica barrelieri","leaf_dry_mass",16.8671590859431
"Brassicaceae","Brassica barrelieri","plant_height_vegetative",0.545499932121244
"Brassicaceae","Brassica barrelieri","seed_dry_mass",0.702766981352585
"Brassicaceae","Brassica nigra","LDMC",0.127484484865939
"Brassicaceae","Brassica nigra","SLA",26.6295369670318
"Brassicaceae","Brassica nigra","SRL",60428.868483307
"Brassicaceae","Brassica nigra","leaf_N",26.0770779575253
"Brassicaceae","Brassica nigra","leaf_area",3364.10630336215
"Brassicaceae","Brassica nigra","leaf_dry_mass",293.630772927001
"Brassicaceae","Brassica nigra","plant_height_vegetative",0.860093498055161
"Brassicaceae","Brassica nigra","seed_dry_mass",0.895600567460788
"Brassicaceae","Brassica tournefortii","LDMC",0.176654143063878
"Brassicaceae","Brassica tournefortii","SLA",13.9523261954537
"Brassicaceae","Brassica tournefortii","SRL",93754.2579922488
"Brassicaceae","Brassica tournefortii","leaf_N",22.9494917988764
"Brassicaceae","Brassica tournefortii","leaf_area",45.4627047961329
"Brassicaceae","Brassica tournefortii","leaf_dry_mass",6.60261465491005
"Brassicaceae","Brassica tournefortii","plant_height_vegetative",0.321421463120178
"Brassicaceae","Brassica tournefortii","seed_dry_mass",1.4365786718988
"Brassicaceae","Braya glabella","LDMC",0.187228799014773
"Brassicaceae","Braya glabella","SLA",24.5430990204756
"Brassicaceae","Braya glabella","SRL",8921.13957780131
"Brassicaceae","Braya glabella","leaf_N",29.3975509574112
"Brassicaceae","Braya glabella","leaf_area",71.0855533742418
"Brassicaceae","Braya glabella","leaf_dry_mass",2.62402760134578
"Brassicaceae","Braya glabella","plant_height_vegetative",0.0524021624930422
"Brassicaceae","Braya glabella","seed_dry_mass",0.514949365030353
"Brassicaceae","Camelina microcarpa","LDMC",0.150558516486785
"Brassicaceae","Camelina microcarpa","SLA",20.4178326358606
"Brassicaceae","Camelina microcarpa","SRL",25703.7934386559
"Brassicaceae","Camelina microcarpa","leaf_N",51.1162850561344
"Brassicaceae","Camelina microcarpa","leaf_area",404.547502495126
"Brassicaceae","Camelina microcarpa","leaf_dry_mass",23.3966445659186
"Brassicaceae","Camelina microcarpa","plant_height_vegetative",0.368743025025824
"Brassicaceae","Camelina microcarpa","seed_dry_mass",0.313545418841045
"Brassicaceae","Capsella bursa-pastoris","LDMC",0.164644206113741
"Brassicaceae","Capsella bursa-pastoris","SLA",67.4548111794764
"Brassicaceae","Capsella bursa-pastoris","SRL",2059.95839095287
"Brassicaceae","Capsella bursa-pastoris","leaf_N",32.9454928459514
"Brassicaceae","Capsella bursa-pastoris","leaf_area",1219.0346102472
"Brassicaceae","Capsella bursa-pastoris","leaf_dry_mass",16.1674679853367
"Brassicaceae","Capsella bursa-pastoris","plant_height_vegetative",0.408409593635896
"Brassicaceae","Capsella bursa-pastoris","seed_dry_mass",0.107741808582286
"Brassicaceae","Cardamine digitata","LDMC",0.197368150756095
"Brassicaceae","Cardamine digitata","SLA",22.1214028172859
"Brassicaceae","Cardamine digitata","SRL",44314.7666600141
"Brassicaceae","Cardamine digitata","leaf_N",24.6844732786474
"Brassicaceae","Cardamine digitata","leaf_area",213.300556564344
"Brassicaceae","Cardamine digitata","leaf_dry_mass",13.3638781135127
"Brassicaceae","Cardamine digitata","plant_height_vegetative",0.0524564067897658
"Brassicaceae","Cardamine digitata","seed_dry_mass",0.224936745777723
"Brassicaceae","Cardamine hirsuta","LDMC",0.165016951495805
"Brassicaceae","Cardamine hirsuta","SLA",24.2766923060401
"Brassicaceae","Cardamine hirsuta","SRL",9247.2384484495
"Brassicaceae","Cardamine hirsuta","leaf_N",19.0583218903801
"Brassicaceae","Cardamine hirsuta","leaf_area",216.965751989907
"Brassicaceae","Cardamine hirsuta","leaf_dry_mass",7.60773120426727
"Brassicaceae","Cardamine hirsuta","plant_height_vegetative",0.172816152343644
"Brassicaceae","Cardamine hirsuta","seed_dry_mass",0.125091356328659
"Brassicaceae","Cardamine oligosperma","LDMC",0.178313142229019
"Brassicaceae","Cardamine oligosperma","SLA",22.8581246782755
"Brassicaceae","Cardamine oligosperma","SRL",49160.712386457
"Brassicaceae","Cardamine oligosperma","leaf_N",23.3474374090632
"Brassicaceae","Cardamine oligosperma","leaf_area",276.371722167995
"Brassicaceae","Cardamine oligosperma","leaf_dry_mass",16.5594610032879
"Brassicaceae","Cardamine oligosperma","plant_height_vegetative",0.356190182116852
"Brassicaceae","Cardamine oligosperma","seed_dry_mass",0.160567123354101
"Brassicaceae","Cardamine parviflora","LDMC",0.174803353382989
"Brassicaceae","Cardamine parviflora","SLA",31.875013420077
"Brassicaceae","Cardamine parviflora","SRL",28802.1359685369
"Brassicaceae","Cardamine parviflora","leaf_N",25.2330167790062
"Brassicaceae","Cardamine parviflora","leaf_area",80.9451537562828
"Brassicaceae","Cardamine parviflora","leaf_dry_mass",2.59874173710973
"Brassicaceae","Cardamine parviflora","plant_height_vegetative",0.133546213492613
"Brassicaceae","Cardamine parviflora","seed_dry_mass",0.117929569728435
"Brassicaceae","Cardamine pratensis","LDMC",0.185082595781189
"Brassicaceae","Cardamine pratensis","SLA",20.1373168017397
"Brassicaceae","Cardamine pratensis","SRL",58311.9189793578
"Brassicaceae","Cardamine pratensis","leaf_N",27.6080012335389
"Brassicaceae","Cardamine pratensis","leaf_area",964.956722935541
"Brassicaceae","Cardamine pratensis","leaf_dry_mass",78.2956081798033
"Brassicaceae","Cardamine pratensis","plant_height_vegetative",0.204729661708315
"Brassicaceae","Cardamine pratensis","seed_dry_mass",0.440996673552214
"Brassicaceae","Carrichtera annua","LDMC",0.152077826337196
"Brassicaceae","Carrichtera annua","SLA",35.6301783541153
"Brassicaceae","Carrichtera annua","SRL",17380.2956852255
"Brassicaceae","Carrichtera annua","leaf_N",35.1781852958848
"Brassicaceae","Carrichtera annua","leaf_area",250.048093228794
"Brassicaceae","Carrichtera annua","leaf_dry_mass",8.73525092332664
"Brassicaceae","Carrichtera annua","plant_height_vegetative",0.129765337114497
"Brassicaceae","Carrichtera annua","seed_dry_mass",0.866751130653939
"Brassicaceae","Chorispora tenella","LDMC",0.158333068210233
"Brassicaceae","Chorispora tenella","SLA",26.0979543268392
"Brassicaceae","Chorispora tenella","SRL",8367.60439046113
"Brassicaceae","Chorispora tenella","leaf_N",33.7280563063236
"Brassicaceae","Chorispora tenella","leaf_area",264.912772950862
"Brassicaceae","Chorispora tenella","leaf_dry_mass",11.4768432093232
"Brassicaceae","Chorispora tenella","plant_height_vegetative",0.313505512315488
"Brassicaceae","Chorispora tenella","seed_dry_mass",1.11846868939644
"Brassicaceae","Descurainia pinnata","LDMC",0.202727126774032
"Brassicaceae","Descurainia pinnata","SLA",15.1351054217238
"Brassicaceae","Descurainia pinnata","SRL",43301.5138149081
"Brassicaceae","Descurainia pinnata","leaf_N",35.4877521854912
"Brassicaceae","Descurainia pinnata","leaf_area",156.580151023667
"Brassicaceae","Descurainia pinnata","leaf_dry_mass",10.1195911636
"Brassicaceae","Descurainia pinnata","plant_height_vegetative",0.589322117590142
"Brassicaceae","Descurainia pinnata","seed_dry_mass",0.104665577958663
"Brassicaceae","Descurainia sophia","LDMC",0.197560212884064
"Brassicaceae","Descurainia sophia","SLA",14.7347416299601
"Brassicaceae","Descurainia sophia","SRL",50275.0359627809
"Brassicaceae","Descurainia sophia","leaf_N",45.7749821405492
"Brassicaceae","Descurainia sophia","leaf_area",227.43717460141
"Brassicaceae","Descurainia sophia","leaf_dry_mass",16.056171584571
"Brassicaceae","Descurainia sophia","plant_height_vegetative",0.522238135751508
"Brassicaceae","Descurainia sophia","seed_dry_mass",0.134757149394897
"Brassicaceae","Dimorphocarpa wislizeni","LDMC",0.156678564867531
"Brassicaceae","Dimorphocarpa wislizeni","SLA",26.2172516983325
"Brassicaceae","Dimorphocarpa wislizeni","SRL",8960.29186405543
"Brassicaceae","Dimorphocarpa wislizeni","leaf_N",36.6993181737039
"Brassicaceae","Dimorphocarpa wislizeni","leaf_area",268.656722081333
"Brassicaceae","Dimorphocarpa wislizeni","leaf_dry_mass",13.1501003939175
"Brassicaceae","Dimorphocarpa wislizeni","plant_height_vegetative",0.283961466454937
"Brassicaceae","Dimorphocarpa wislizeni","seed_dry_mass",3.24537228262202
"Brassicaceae","Diplotaxis tenuifolia","LDMC",0.115058641439193
"Brassicaceae","Diplotaxis tenuifolia","SLA",30.4308354702457
"Brassicaceae","Diplotaxis tenuifolia","SRL",25089.8313932771
"Brassicaceae","Diplotaxis tenuifolia","leaf_N",28.9748685130692
"Brassicaceae","Diplotaxis tenuifolia","leaf_area",1868.30852156927
"Brassicaceae","Diplotaxis tenuifolia","leaf_dry_mass",88.3646651293579
"Brassicaceae","Diplotaxis tenuifolia","plant_height_vegetative",0.474788337949079
"Brassicaceae","Diplotaxis tenuifolia","seed_dry_mass",0.276513962657817
"Brassicaceae","Dontostemon glandulosus","LDMC",0.144478270890238
"Brassicaceae","Dontostemon glandulosus","SLA",25.8609729169871
"Brassicaceae","Dontostemon glandulosus","SRL",147.329526061704
"Brassicaceae","Dontostemon glandulosus","leaf_N",30.7681601824925
"Brassicaceae","Dontostemon glandulosus","leaf_area",0.474310283177437
"Brassicaceae","Dontostemon glandulosus","leaf_dry_mass",0.00402292278380881
"Brassicaceae","Dontostemon glandulosus","plant_height_vegetative",0.0840103833438639
"Brassicaceae","Dontostemon glandulosus","seed_dry_mass",0.332577446061331
"Brassicaceae","Dontostemon integrifolius","LDMC",0.171230800195942
"Brassicaceae","Dontostemon integrifolius","SLA",18.1145031604984
"Brassicaceae","Dontostemon integrifolius","SRL",11446.481975696
"Brassicaceae","Dontostemon integrifolius","leaf_N",29.9730263295594
"Brassicaceae","Dontostemon integrifolius","leaf_area",47.7940176369807
"Brassicaceae","Dontostemon integrifolius","leaf_dry_mass",2.9446139465709
"Brassicaceae","Dontostemon integrifolius","plant_height_vegetative",0.198564648656876
"Brassicaceae","Dontostemon integrifolius","seed_dry_mass",0.579111431518448
"Brassicaceae","Dontostemon micranthus","LDMC",0.162667094997997
"Brassicaceae","Dontostemon micranthus","SLA",24.6621282746369
"Brassicaceae","Dontostemon micranthus","SRL",4705.1980253545
"Brassicaceae","Dontostemon micranthus","leaf_N",33.172546854898
"Brassicaceae","Dontostemon micranthus","leaf_area",36.5701482760915
"Brassicaceae","Dontostemon micranthus","leaf_dry_mass",1.19064101803714
"Brassicaceae","Dontostemon micranthus","plant_height_vegetative",0.118947126058922
"Brassicaceae","Dontostemon micranthus","seed_dry_mass",0.540838530112566
"Brassicaceae","Draba aizoides","LDMC",0.285695929648547
"Brassicaceae","Draba aizoides","SLA",17.5880462673318
"Brassicaceae","Draba aizoides","SRL",8495.17469118407
"Brassicaceae","Draba aizoides","leaf_N",27.7509675438343
